Amount,Status,FamilyStatus,Duration,Interest,Installment
9000,Working,Civil marriage,24,932,332.25
6750,Pensioner,Married,12,963,104.31
6750,Pensioner,Married,10,0.1126,410.8
6750,Pensioner,Married,18,0.1253,334.67
6750,Pensioner,Married,12,0.1253,281.12
6750,Pensioner,Married,12,0.1537,296.2
6750,Pensioner,Married,12,0.1126,295.77
6750,Pensioner,Married,12,0.1095,261.71
6750,Pensioner,Married,12,0.1221,106.61
15750,Working,Married,48,0.1284,605.13
15750,Working,Married,36,0.1316,229.64
27000,Commercial associate,Married,15,0.1189,99.5
22500,Commercial associate,Married,18,0.1221,666.3
22500,Commercial associate,Married,60,0.1284,336.18
18000,Commercial associate,Married,12,0.1126,591.54
18000,Commercial associate,Married,27,0.1411,855.73
18000,Commercial associate,Married,12,0.1284,53.79
18000,Commercial associate,Married,15,0.1253,209.17
18000,Commercial associate,Married,12,8,156.69
18000,Commercial associate,Married,6,0.1126,402.58
18000,Commercial associate,Married,36,0.1537,501.79
18000,Commercial associate,Married,27,0.1392,408.79
31500,Working,Separated,18,0.1347,288.35
31500,Working,Separated,21,0.1221,373.13
31500,Working,Separated,48,0.1095,490.71
31500,Working,Separated,6,0.1126,262.91
31500,Working,Separated,12,0.1221,149.92
14400,Working,Married,36,0.1158,825.34
14400,Working,Married,18,0.1284,484.1
14400,Working,Married,6,0.1347,325.66
14400,Working,Married,10,768,112.29
14400,Working,Married,36,0.1221,199.89
14400,Working,Married,24,0.1379,613.36
13500,Working,Married,24,751,217.77
13500,Working,Married,12,0.1158,528.22
40500,State servant,Married,9,963,256.76
40500,State servant,Married,12,0.1316,50.66
40500,State servant,Married,24,0.1284,268.95
40500,State servant,Married,6,963,96.29
40500,State servant,Married,24,0.1253,174.03
40500,State servant,Married,18,0.1221,99.95
40500,State servant,Married,15,0.1158,396.17
40500,State servant,Married,10,0.1474,690.74
40500,State servant,Married,36,0.1189,636.75
40500,State servant,Married,6,0.1126,131.46
40500,State servant,Married,18,0.1189,397.97
40500,State servant,Married,11,963,96.29
13500,Working,Married,24,0.1221,183.24
13500,Working,Married,24,0.1095,91.6
13500,Working,Married,15,0.1189,505.76
13500,Working,Married,12,0.1126,476.52
13500,Working,Married,24,0.16,84.38
13500,Working,Married,8,0.1221,692.95
11250,Pensioner,Singlenot married,21,932,89.46
15750,Working,Married,30,0.1461,34.48
15750,Working,Married,12,0.1253,184.07
15750,Working,Married,6,0.1189,306.77
15750,Working,Married,12,0.1442,171.92
15750,Working,Married,21,0.1505,69.39
15750,Working,Married,36,963,96.29
15750,Working,Married,36,768,155.96
15750,Working,Married,21,0.1411,367.97
15750,Working,Married,24,0.1347,101.77
40500,State servant,Married,18,0.1284,255.5
40500,State servant,Married,15,0.1189,378.07
40500,State servant,Married,9,0.1158,82.54
40500,State servant,Married,16,0.1379,654.25
40500,State servant,Married,12,8,125.35
40500,State servant,Married,18,0.1379,170.38
40500,State servant,Married,24,0.1158,495.21
40500,State servant,Married,48,0.1189,716.35
40500,State servant,Married,27,932,319.47
40500,State servant,Married,6,0.1158,118.85
40500,State servant,Married,45,963,385.14
40500,State servant,Married,9,0.1158,396.17
72000,Commercial associate,Married,6,0.1158,184.88
72000,Commercial associate,Married,12,0.1379,306.68
72000,Commercial associate,Married,24,0.1126,407.51
11250,Pensioner,Widow,18,0.1316,506.56
11250,Pensioner,Widow,9,768,212.1
11250,Pensioner,Widow,12,8,313.37
11250,Pensioner,Widow,27,768,112.29
11250,Pensioner,Widow,12,0.1095,98.15
11250,Pensioner,Widow,12,932,191.69
13500,Working,Married,30,0.1126,328.64
13500,Working,Married,12,932,223.63
22500,Pensioner,Widow,12,932,204.46
22500,Pensioner,Widow,24,0.1158,297.13
22500,Pensioner,Widow,12,0.1347,576.69
22500,Pensioner,Widow,9,8,206.82
22500,Pensioner,Widow,36,0.1635,254.37
22500,Pensioner,Widow,27,0.1126,105.17
12150,Pensioner,Married,30,0.1316,159.57
12150,Pensioner,Married,36,0.1411,308.06
12150,Pensioner,Married,6,932,159.74
12150,Pensioner,Married,18,0.1253,234.27
22500,Working,Married,36,0.1095,147.22
22500,Working,Married,24,0.1316,506.56
22500,Working,Married,10,0.1311,506.18
20250,Working,Married,12,0.1411,684.58
20250,Working,Married,12,0.1126,821.59
20250,Working,Married,12,0.1189,198.99
20250,Working,Married,24,0.1158,184.88
24750,Commercial associate,Singlenot married,15,0.1189,663.28
24750,Commercial associate,Singlenot married,36,0.1126,315.49
24750,Commercial associate,Singlenot married,48,0.1379,306.68
24750,Commercial associate,Singlenot married,12,0.1095,327.14
24750,Commercial associate,Singlenot married,9,0.1221,199.89
24750,Commercial associate,Singlenot married,24,0.1126,558.68
24750,Commercial associate,Singlenot married,36,0.1442,221.77
24750,Commercial associate,Singlenot married,9,0.1284,487.46
24750,Commercial associate,Singlenot married,12,0.1189,530.63
24750,Commercial associate,Singlenot married,18,0.1189,315.06
11250,Working,Civil marriage,4,0.1189,563.79
11250,Working,Civil marriage,24,963,96.29
11250,Working,Civil marriage,6,0.1126,591.54
11250,Working,Civil marriage,21,932,151.75
11250,Working,Civil marriage,12,8,156.69
22500,Working,Married,30,0.1316,108.07
22500,Working,Married,24,963,385.14
22500,Working,Married,6,0.1253,117.14
22500,Working,Married,48,0.1158,237.7
22500,Working,Married,12,0.1474,189.96
22500,Working,Married,12,0.1158,330.14
22500,Working,Married,24,932,143.77
22500,Working,Married,12,0.16,351.58
22500,Working,Married,6,8,188.02
22500,Working,Married,24,932,319.47
22500,Working,Married,18,0.1221,133.26
22500,Working,Married,6,0.1411,444.98
22500,Working,Married,12,0.1126,394.36
20250,Pensioner,Married,30,0.1158,132.06
20250,Pensioner,Married,24,0.1632,346.08
20250,Pensioner,Married,9,0.1189,596.96
20250,Working,Singlenot married,60,768,155.96
20250,Working,Singlenot married,24,0.1158,495.21
20250,Working,Singlenot married,12,932,287.53
20250,Working,Singlenot married,15,0.1095,327.14
20250,Working,Singlenot married,11,963,449.32
20250,Working,Singlenot married,12,0.1158,165.07
20250,Working,Singlenot married,24,0.1284,201.71
20250,Working,Singlenot married,18,768,187.15
20250,Working,Singlenot married,12,963,465.37
20250,Working,Singlenot married,10,0.1284,403.42
20250,Working,Singlenot married,15,0.1726,465.2
20250,Working,Singlenot married,36,0.1379,102.23
20250,Working,Singlenot married,24,0.1347,542.77
14400,Working,Civil marriage,14,932,204.46
14400,Working,Civil marriage,24,0.1221,666.3
14400,Working,Civil marriage,18,0.1126,315.49
14400,Working,Civil marriage,12,0.1284,672.36
14400,Working,Civil marriage,48,0.1284,188.27
14400,Working,Civil marriage,48,0.1158,396.17
14400,Working,Civil marriage,30,932,159.74
14400,Working,Civil marriage,9,0.1253,160.64
14400,Working,Civil marriage,18,0.1095,376.21
14400,Working,Civil marriage,12,8,250.69
33750,Working,Married,6,963,128.38
33750,Working,Married,24,0.1316,607.87
33750,Working,Married,15,0.1316,236.4
33750,Working,Married,12,894,222.41
33750,Working,Married,18,0.1537,348.47
11250,Commercial associate,Married,15,0.1189,66.33
11250,Commercial associate,Married,24,0.1442,82.52
20250,Working,Married,47,8,75.21
20250,Working,Married,48,8,31.34
20250,Working,Married,48,0.1316,506.56
20250,Working,Married,12,0.1379,224.9
20250,Working,Married,24,932,89.46
20250,Commercial associate,Civil marriage,12,0.1316,151.97
20250,Commercial associate,Civil marriage,36,0.1316,135.09
20250,Commercial associate,Civil marriage,24,0.1189,198.99
20250,Commercial associate,Civil marriage,42,0.1158,759.31
20250,Commercial associate,Civil marriage,48,0.1189,497.46
20250,Commercial associate,Civil marriage,48,0.1347,508.84
24750,State servant,Married,12,0.1568,189.01
24750,State servant,Married,10,0.1411,205.38
24750,State servant,Married,18,0.1158,726.3
24750,State servant,Married,21,0.1568,533.78
24750,State servant,Married,6,0.1189,198.99
24750,State servant,Married,36,0.1126,492.95
24750,State servant,Married,24,0.1379,408.91
24750,State servant,Married,10,0.1126,59.16
15750,Working,Singlenot married,48,0.1379,558.84
15750,Working,Singlenot married,6,0.1189,431.14
15750,Working,Singlenot married,30,963,189.36
15750,Working,Singlenot married,12,0.1347,508.84
15750,Working,Singlenot married,8,0.1253,502
15750,Working,Singlenot married,9,0.1284,268.95
15750,Working,Singlenot married,48,8,225.62
15750,Working,Singlenot married,24,0.1095,163.57
7650,Working,Married,24,0.1316,337.71
7650,Working,Married,12,0.1253,100.4
7650,Working,Married,4,0.1426,686.12
7650,Working,Married,36,0.1126,328.64
13500,Commercial associate,Married,12,0.1347,101.77
13500,Commercial associate,Married,24,0.1253,502
13500,Commercial associate,Married,12,932,159.74
13500,Commercial associate,Married,15,0.1442,388.53
13500,Commercial associate,Married,30,0.1568,704
13500,Commercial associate,Married,24,0.1158,396.17
13500,Commercial associate,Married,24,8,94.01
11250,Working,Singlenot married,18,0.1221,399.78
11250,Working,Singlenot married,18,963,160.48
11250,Working,Singlenot married,8,932,127.79
20250,Pensioner,Widow,12,0.1095,327.14
20250,Pensioner,Widow,24,963,320.95
20250,Pensioner,Widow,36,963,102.71
20250,Pensioner,Widow,6,0.1158,115.55
24750,Commercial associate,Singlenot married,24,0.1253,334.67
24750,Commercial associate,Singlenot married,18,0.1095,130.86
24750,Commercial associate,Singlenot married,60,932,319.47
15750,Working,Singlenot married,48,0.1095,327.14
15750,Commercial associate,Singlenot married,24,0.1316,84.43
15750,Commercial associate,Singlenot married,6,932,191.69
15750,Commercial associate,Singlenot married,13,0.1347,678.46
15750,Commercial associate,Singlenot married,15,0.1221,165.75
15750,Commercial associate,Singlenot married,24,0.1189,198.99
15750,Commercial associate,Singlenot married,10,963,401.18
15750,Commercial associate,Singlenot married,24,0.1221,533.04
15750,Commercial associate,Singlenot married,21,0.1284,319.38
15750,Commercial associate,Singlenot married,18,0.1189,281.9
15750,Commercial associate,Singlenot married,18,0.1189,49.75
15750,Commercial associate,Singlenot married,10,932,319.47
31500,Commercial associate,Married,15,0.1158,59.43
31500,Commercial associate,Married,13,0.1221,666.3
13500,Pensioner,Married,24,0.1253,502
13500,Pensioner,Married,6,0.1126,377.93
31500,Pensioner,Married,9,0.1253,836.66
31500,Pensioner,Married,9,0.1505,60.71
15750,Working,Separated,9,0.1126,492.95
15750,Working,Separated,18,963,308.11
15750,Working,Separated,12,0.1411,82.15
11250,Commercial associate,Singlenot married,10,0.1442,247.56
11250,Commercial associate,Singlenot married,24,0.1316,357.97
11250,Commercial associate,Singlenot married,12,0.1379,340.76
11250,Commercial associate,Singlenot married,36,0.1322,40.57
13500,Working,Civil marriage,12,0.1158,528.22
13500,Working,Civil marriage,30,0.1095,212.64
11250,Pensioner,Married,18,0.1316,118.2
11250,Pensioner,Married,12,932,319.47
31500,Working,Singlenot married,12,0.1284,336.18
31500,Working,Singlenot married,6,0.1095,588.85
31500,Working,Singlenot married,18,0.1347,84.81
31500,Working,Singlenot married,12,0.1158,660.27
31500,Working,Singlenot married,18,0.1189,182.41
31500,Working,Singlenot married,18,963,478.21
31500,Working,Singlenot married,36,963,115.54
31500,Working,Singlenot married,18,0.1114,98.42
15750,Working,Married,36,0.1474,207.23
15750,Working,Married,18,0.1537,317.11
15750,Working,Married,10,0.1253,257.69
15750,Working,Married,60,0.1095,471.08
15750,Working,Married,60,0.1221,374.8
15750,Working,Married,48,963,417.23
15750,Working,Married,18,0.1189,278.58
15750,Working,Married,7,932,191.69
15750,Working,Married,36,0.1253,83.67
15750,Working,Married,6,0.1221,69.97
15750,Working,Married,20,0.1379,190.83
15750,Working,Married,18,0.1189,215.57
15750,Working,Married,22,0.1253,267.73
36000,Commercial associate,Married,12,0.1095,130.86
36000,Commercial associate,Married,30,0.1316,624.75
9000,Pensioner,Married,18,0.1095,229
9000,Pensioner,Married,18,0.1126,39.44
9000,Pensioner,Married,18,932,319.47
9000,Pensioner,Married,15,0.1357,679.37
9000,Pensioner,Married,9,0.1189,82.91
9000,Pensioner,Married,18,0.1253,267.74
9000,Pensioner,Married,12,0.1158,379.66
18000,Working,Married,36,8,219.36
18000,Working,Married,6,0.1253,60.24
18000,Working,Married,9,0.1126,328.64
18000,Working,Married,39,8,225.62
18000,Working,Married,12,0.1221,299.84
18000,Working,Married,36,0.1496,866.16
18000,Working,Married,12,963,192.57
18000,Working,Married,24,963,282.43
20250,Commercial associate,Separated,18,0.1442,96.28
20250,Commercial associate,Separated,18,0.1379,51.12
20250,Commercial associate,Separated,24,0.1221,333.15
20250,Commercial associate,Separated,14,0.1221,333.15
20250,Commercial associate,Separated,18,0.1221,519.72
20250,Commercial associate,Separated,24,0.1126,328.64
20250,Commercial associate,Separated,24,0.1379,333.94
20250,Commercial associate,Separated,15,0.1347,72.94
20250,Commercial associate,Separated,24,932,255.58
20250,Commercial associate,Separated,12,0.1442,343.83
20250,Commercial associate,Separated,24,0.1095,490.71
20250,Commercial associate,Separated,33,0.1189,119.4
20250,Commercial associate,Separated,12,0.1221,319.83
20250,Commercial associate,Separated,10,0.1392,491.58
11250,State servant,Married,24,0.1253,200.8
9000,Working,Married,36,0.1158,478.7
9000,Working,Married,12,0.1189,829.1
9000,Working,Married,18,0.1221,466.41
9000,Working,Married,21,0.1284,430.31
9000,Working,Married,18,0.1284,84.05
9000,Working,Married,15,0.1347,468.14
9000,Working,Married,12,0.1411,410.75
9000,Working,Married,12,0.1253,635.86
9000,Working,Married,21,768,187.15
22500,Pensioner,Married,12,0.1284,361.4
22500,Pensioner,Married,18,0.1189,198.99
22500,Pensioner,Married,28,0.1347,237.46
22500,Pensioner,Married,18,0.1284,524.44
21600,Working,Widow,9,0.1253,185.74
21600,Working,Widow,18,0.1379,204.46
21600,Working,Widow,5,0.1189,497.46
21600,Working,Widow,24,0.1537,871.16
11250,Working,Separated,6,0.1221,759.58
11250,Working,Separated,24,932,191.69
20250,Working,Widow,9,0.1158,231.1
20250,Working,Widow,12,0.1095,261.71
20250,Working,Widow,6,0.1158,280.62
20250,Working,Widow,24,0.1158,165.07
20250,Working,Widow,42,963,320.95
20250,Working,Widow,12,0.1095,556.14
20250,Working,Widow,12,0.1189,145.93
20250,Working,Widow,12,963,231.08
20250,Working,Widow,20,0.1442,385.09
20250,Working,Widow,12,0.1442,68.77
20250,Working,Widow,48,0.1474,863.42
20250,Working,Widow,9,0.1316,303.94
20250,Working,Widow,36,0.1284,309.29
18000,Working,Married,7,0.1189,99.5
18000,Working,Married,12,737,46.57
13500,Commercial associate,Singlenot married,15,0.1411,111.25
13500,Commercial associate,Singlenot married,36,0.1726,536.77
26100,Commercial associate,Singlenot married,6,768,187.15
26100,Commercial associate,Singlenot married,12,0.1189,79.6
26100,Commercial associate,Singlenot married,24,0.1095,314.06
26100,Commercial associate,Singlenot married,24,0.1126,558.68
26100,Commercial associate,Singlenot married,24,0.1322,202.81
26100,Commercial associate,Singlenot married,11,0.1442,859.57
20250,Working,Married,12,768,187.15
20250,Working,Married,6,0.1095,392.57
20250,Working,Married,18,0.1347,84.81
20250,Working,Married,36,8,200.56
20250,Working,Married,15,0.1316,81.05
20250,Working,Married,12,0.1221,133.26
20250,Working,Married,12,963,224.66
20250,Working,Married,18,0.1316,337.71
20250,Working,Married,24,0.1474,207.23
20250,Working,Married,24,0.1316,67.55
20250,Working,Married,48,0.1126,447.77
20250,Working,Married,33,932,159.74
20250,Working,Married,24,0.1284,268.95
20250,Working,Married,24,0.1189,198.99
20250,Working,Married,6,0.1189,143.44
18000,Commercial associate,Separated,9,0.1095,130.86
18000,Commercial associate,Separated,6,0.1632,741.59
18000,Commercial associate,Separated,18,0.1442,275.07
18000,Commercial associate,Separated,18,768,93.58
18000,Commercial associate,Separated,39,0.1189,198.99
18000,Commercial associate,Separated,24,0.1221,253.2
18000,Commercial associate,Separated,12,0.1316,57.41
18000,Commercial associate,Separated,15,0.1126,105.17
18000,Commercial associate,Separated,12,0.1442,268.19
18000,Commercial associate,Separated,24,0.1379,136.31
18000,Commercial associate,Separated,30,932,319.47
18000,Commercial associate,Separated,15,0.1095,441.64
20250,Working,Married,12,8,188.02
20250,Working,Married,6,0.1189,159.19
20250,Working,Married,12,0.1189,198.99
20250,Working,Married,24,932,232
20250,Working,Married,10,8,188.02
20250,Working,Singlenot married,6,0.1221,199.89
20250,Working,Singlenot married,12,932,319.47
18000,Working,Singlenot married,27,0.1189,159.19
18000,Working,Singlenot married,6,0.1221,666.3
18000,Working,Singlenot married,6,0.1411,102.69
6750,Working,Singlenot married,12,0.1095,212.64
22500,Commercial associate,Married,24,0.1505,346.92
22500,Commercial associate,Married,36,0.1442,515.74
22500,Commercial associate,Married,24,894,95.32
22500,Commercial associate,Married,18,932,204.46
22500,Commercial associate,Married,6,0.1158,396.17
22500,Commercial associate,Married,24,768,155.96
22500,Commercial associate,Married,36,0.1221,283.18
